lsoa11cd,lsoa11nm,ladcd,ladnm,ladnmw,wimd_2019,FID
W01001586,St. Kingsmark 2,W06000021,Monmouthshire,Sir Fynwy,1834,1369
W01001587,St. Mary's,W06000021,Monmouthshire,Sir Fynwy,1004,1370
W01001588,Severn 1,W06000021,Monmouthshire,Sir Fynwy,1590,1371
W01001589,Severn 2,W06000021,Monmouthshire,Sir Fynwy,932,1372
W01001590,Shirenewton,W06000021,Monmouthshire,Sir Fynwy,1608,1373
W01001591,The Elms,W06000021,Monmouthshire,Sir Fynwy,1804,1374
W01001592,Thornwell 1,W06000021,Monmouthshire,Sir Fynwy,450,1375
W01001495,Croesyceiliog South,W06000020,Torfaen,Torfaen,1376,1376
W01001496,Cwmyniscoy,W06000020,Torfaen,Torfaen,208,1377
W01001497,Fairwater (Torfaen) 1,W06000020,Torfaen,Torfaen,511,1378
W01001498,Fairwater (Torfaen) 2,W06000020,Torfaen,Torfaen,371,1379
W01001499,Fairwater (Torfaen) 3,W06000020,Torfaen,Torfaen,1306,1380
W01001500,Fairwater (Torfaen) 4,W06000020,Torfaen,Torfaen,1743,1381
W01001501,Greenmeadow 1,W06000020,Torfaen,Torfaen,264,1382
W01001502,Greenmeadow 2,W06000020,Torfaen,Torfaen,1597,1383
W01001503,Greenmeadow 3,W06000020,Torfaen,Torfaen,271,1384
W01001504,Llantarnam 1,W06000020,Torfaen,Torfaen,970,1385
W01001505,Llantarnam 2,W06000020,Torfaen,Torfaen,1383,1386
W01001398,Penyrheol (Caerphilly) 6,W06000018,Caerphilly,Caerffili,1675,1387
W01001447,Brynmawr 2,W06000019,Blaenau Gwent,Blaenau Gwent,282,1388
W01001506,Llantarnam 3,W06000020,Torfaen,Torfaen,206,1389
W01001399,Penyrheol (Caerphilly) 7,W06000018,Caerphilly,Caerffili,1340,1390
W01001448,Brynmawr 3,W06000019,Blaenau Gwent,Blaenau Gwent,565,1391
W01001507,Llanyrafon North,W06000020,Torfaen,Torfaen,1282,1392
W01001400,Penyrheol (Caerphilly) 8,W06000018,Caerphilly,Caerffili,90,1393
W01001449,Brynmawr 4,W06000019,Blaenau Gwent,Blaenau Gwent,537,1394
W01001508,Llanyrafon South 1,W06000020,Torfaen,Torfaen,1534,1395
W01001401,Pontllanfraith 1,W06000018,Caerphilly,Caerffili,664,1396
W01001450,Cwm 1,W06000019,Blaenau Gwent,Blaenau Gwent,687,1397
W01001340,Bedwas Trethomas and Machen 1,W06000018,Caerphilly,Caerffili,1652,1398
W01001238,Rhydfelen Central / Llan 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,26,1399
W01001239,Rhydfelen Central / Llan 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,145,1400
W01001240,Taffs Well 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1308,1401
W01001241,Taffs Well 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1129,1402
W01001242,Talbot Green 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1497,1403
W01001243,Talbot Green 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,438,1404
W01001244,Ton-teg 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1518,1405
W01001245,Ton-teg 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1651,1406
W01001246,Ton-teg 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1193,1407
W01001247,Tonypandy 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,481,1408
W01001248,Tonypandy 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,611,1409
W01001249,Tonyrefail East 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,637,1410
W01001250,Tonyrefail East 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,805,1411
W01001251,Tonyrefail East 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,87,1412
W01001252,Tonyrefail East 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1641,1413
W01001253,Tonyrefail West 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,577,1414
W01001255,Tonyrefail West 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,185,1415
W01001256,Trallwng 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,682,1416
W01001257,Trallwng 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1423,1417
W01001258,Trallwng 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,541,1418
W01001259,Trealaw 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,554,1419
W01001260,Trealaw 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,100,1420
W01001261,Trealaw 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,306,1421
W01001262,Treforest 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,604,1422
W01001263,Treforest 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,839,1423
W01001264,Treforest 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,937,1424
W01001265,Treherbert 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,487,1425
W01001266,Treherbert 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,114,1426
W01001267,Treherbert 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,248,1427
W01001268,Treherbert 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,286,1428
W01001269,Treorchy 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,869,1429
W01001270,Treorchy 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,745,1430
W01001271,Treorchy 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,410,1431
W01001272,Treorchy 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,560,1432
W01001273,Treorchy 5,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,860,1433
W01001274,Tylorstown 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,4,1434
W01001275,Tylorstown 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,198,1435
W01001276,Tylorstown 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,107,1436
W01001277,Tyn-y-nant 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1625,1437
W01001278,Tyn-y-nant 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,668,1438
W01001279,Tyn-y-nant 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,149,1439
W01001280,Ynyshir 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,121,1440
W01001281,Ynyshir 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,791,1441
W01001282,Ynysybwl 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,344,1442
W01001283,Ynysybwl 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,705,1443
W01001284,Ynysybwl 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,1620,1444
W01001285,Ystrad 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,639,1445
W01001286,Ystrad 2,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,598,1446
W01001287,Ystrad 3,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,403,1447
W01001451,Cwm 2,W06000019,Blaenau Gwent,Blaenau Gwent,312,1448
W01001452,Cwm 3,W06000019,Blaenau Gwent,Blaenau Gwent,1156,1449
W01001453,Cwmtillery 1,W06000019,Blaenau Gwent,Blaenau Gwent,160,1450
W01001454,Cwmtillery 2,W06000019,Blaenau Gwent,Blaenau Gwent,387,1451
W01001402,Pontllanfraith 2,W06000018,Caerphilly,Caerffili,423,1452
W01001455,Cwmtillery 3,W06000019,Blaenau Gwent,Blaenau Gwent,520,1453
W01001456,Ebbw Vale North 1,W06000019,Blaenau Gwent,Blaenau Gwent,365,1454
W01001403,Pontllanfraith 3,W06000018,Caerphilly,Caerffili,1007,1455
W01001457,Ebbw Vale North 2,W06000019,Blaenau Gwent,Blaenau Gwent,86,1456
W01001404,Pontllanfraith 4,W06000018,Caerphilly,Caerffili,1713,1457
W01001458,Ebbw Vale North 3,W06000019,Blaenau Gwent,Blaenau Gwent,951,1458
W01001405,Pontllanfraith 5,W06000018,Caerphilly,Caerffili,715,1459
W01001459,Ebbw Vale South 1,W06000019,Blaenau Gwent,Blaenau Gwent,130,1460
W01001406,Pontlottyn,W06000018,Caerphilly,Caerffili,315,1461
W01001460,Ebbw Vale South 2,W06000019,Blaenau Gwent,Blaenau Gwent,532,1462
W01001407,Risca East 1,W06000018,Caerphilly,Caerffili,1225,1463
W01001341,Bedwas Trethomas and Machen 2,W06000018,Caerphilly,Caerffili,293,1464
W01001461,Ebbw Vale South 3,W06000019,Blaenau Gwent,Blaenau Gwent,440,1465
W01001408,Risca East 2,W06000018,Caerphilly,Caerffili,447,1466
W01001509,Llanyrafon South 2,W06000020,Torfaen,Torfaen,1821,1467
W01001342,Bedwas Trethomas and Machen 3,W06000018,Caerphilly,Caerffili,1665,1468
W01001462,Georgetown 1,W06000019,Blaenau Gwent,Blaenau Gwent,825,1469
W01001409,Risca East 3,W06000018,Caerphilly,Caerffili,1387,1470
W01001510,New Inn 1,W06000020,Torfaen,Torfaen,1175,1471
W01001343,Bedwas Trethomas and Machen 4,W06000018,Caerphilly,Caerffili,1638,1472
W01001463,Georgetown 2,W06000019,Blaenau Gwent,Blaenau Gwent,1183,1473
W01001410,Risca East 4,W06000018,Caerphilly,Caerffili,566,1474
W01001511,New Inn 2,W06000020,Torfaen,Torfaen,1081,1475
W01001344,Bedwas Trethomas and Machen 5,W06000018,Caerphilly,Caerffili,1054,1476
W01001464,Llanhilleth 1,W06000019,Blaenau Gwent,Blaenau Gwent,215,1477
W01001411,Risca West 1,W06000018,Caerphilly,Caerffili,844,1478
W01001512,New Inn 3,W06000020,Torfaen,Torfaen,1848,1479
W01001345,Bedwas Trethomas and Machen 6,W06000018,Caerphilly,Caerffili,43,1480
W01001465,Llanhilleth 2,W06000019,Blaenau Gwent,Blaenau Gwent,239,1481
W01001412,Risca West 2,W06000018,Caerphilly,Caerffili,922,1482
W01001513,New Inn 4,W06000020,Torfaen,Torfaen,1748,1483
W01001346,Bedwas Trethomas and Machen 7,W06000018,Caerphilly,Caerffili,826,1484
W01001466,Llanhilleth 3,W06000019,Blaenau Gwent,Blaenau Gwent,250,1485
W01001413,Risca West 3,W06000018,Caerphilly,Caerffili,635,1486
W01001514,Panteg 1,W06000020,Torfaen,Torfaen,1562,1487
W01001347,Blackwood 1,W06000018,Caerphilly,Caerffili,1009,1488
W01001467,Nantyglo 1,W06000019,Blaenau Gwent,Blaenau Gwent,249,1489
W01001414,St. Cattwg 1,W06000018,Caerphilly,Caerffili,280,1490
W01001515,Panteg 2,W06000020,Torfaen,Torfaen,1239,1491
W01001348,Blackwood 2,W06000018,Caerphilly,Caerffili,394,1492
W01001468,Nantyglo 2,W06000019,Blaenau Gwent,Blaenau Gwent,376,1493
W01001415,St. Cattwg 2,W06000018,Caerphilly,Caerffili,729,1494
W01001516,Panteg 3,W06000020,Torfaen,Torfaen,504,1495
W01001349,Blackwood 3,W06000018,Caerphilly,Caerffili,1731,1496
W01001469,Nantyglo 3,W06000019,Blaenau Gwent,Blaenau Gwent,138,1497
W01001416,St. Cattwg 3,W06000018,Caerphilly,Caerffili,1008,1498
W01001517,Panteg 4,W06000020,Torfaen,Torfaen,1658,1499
W01001350,Blackwood 4,W06000018,Caerphilly,Caerffili,945,1500
W01001470,Rassau 1,W06000019,Blaenau Gwent,Blaenau Gwent,1103,1501
W01001417,St. Cattwg 4,W06000018,Caerphilly,Caerffili,1565,1502
W01001518,Panteg 5,W06000020,Torfaen,Torfaen,1659,1503
W01001351,Blackwood 5,W06000018,Caerphilly,Caerffili,1682,1504
W01001352,Cefn Fforest 1,W06000018,Caerphilly,Caerffili,367,1505
W01001353,Cefn Fforest 2,W06000018,Caerphilly,Caerffili,420,1506
W01001354,Crosskeys 1,W06000018,Caerphilly,Caerffili,1275,1507
W01001355,Crosskeys 2,W06000018,Caerphilly,Caerffili,654,1508
W01001356,Crumlin 1,W06000018,Caerphilly,Caerffili,1448,1509
W01001357,Crumlin 2,W06000018,Caerphilly,Caerffili,1558,1510
W01001358,Crumlin 3,W06000018,Caerphilly,Caerffili,251,1511
W01001359,Crumlin 4,W06000018,Caerphilly,Caerffili,929,1512
W01001360,Darren Valley 1,W06000018,Caerphilly,Caerffili,832,1513
W01001361,Darren Valley 2,W06000018,Caerphilly,Caerffili,137,1514
W01001362,Gilfach,W06000018,Caerphilly,Caerffili,482,1515
W01001363,Hengoed (Caerphilly) 1,W06000018,Caerphilly,Caerffili,619,1516
W01001364,Hengoed (Caerphilly) 2,W06000018,Caerphilly,Caerffili,123,1517
W01001365,Hengoed (Caerphilly) 3,W06000018,Caerphilly,Caerffili,677,1518
W01001366,Llanbradach 1,W06000018,Caerphilly,Caerffili,1138,1519
W01001367,Llanbradach 2,W06000018,Caerphilly,Caerffili,987,1520
W01001368,Llanbradach 3,W06000018,Caerphilly,Caerffili,453,1521
W01001369,Maesycwmmer,W06000018,Caerphilly,Caerffili,1101,1522
W01001370,Morgan Jones 1,W06000018,Caerphilly,Caerffili,1075,1523
W01001371,Morgan Jones 2,W06000018,Caerphilly,Caerffili,237,1524
W01001372,Morgan Jones 3,W06000018,Caerphilly,Caerffili,1169,1525
W01001373,Morgan Jones 4,W06000018,Caerphilly,Caerffili,926,1526
W01001374,Moriah 1,W06000018,Caerphilly,Caerffili,391,1527
W01001375,Moriah 2,W06000018,Caerphilly,Caerffili,228,1528
W01001376,Moriah 3,W06000018,Caerphilly,Caerffili,67,1529
W01001377,Nelson 1,W06000018,Caerphilly,Caerffili,1134,1530
W01001378,Nelson 2,W06000018,Caerphilly,Caerffili,544,1531
W01001379,Nelson 3,W06000018,Caerphilly,Caerffili,1390,1532
W01001380,Newbridge 1,W06000018,Caerphilly,Caerffili,1242,1533
W01001381,Newbridge 2,W06000018,Caerphilly,Caerffili,214,1534
W01001382,Newbridge 3,W06000018,Caerphilly,Caerffili,1110,1535
W01001383,Newbridge 4,W06000018,Caerphilly,Caerffili,798,1536
W01001384,New Tredegar 1,W06000018,Caerphilly,Caerffili,578,1537
W01001385,New Tredegar 2,W06000018,Caerphilly,Caerffili,246,1538
W01001386,New Tredegar 3,W06000018,Caerphilly,Caerffili,59,1539
W01001387,Pengam 1,W06000018,Caerphilly,Caerffili,472,1540
W01001388,Pengam 2,W06000018,Caerphilly,Caerffili,405,1541
W01001418,St. Cattwg 5,W06000018,Caerphilly,Caerffili,325,1542
W01001419,St. James 1,W06000018,Caerphilly,Caerffili,1172,1543
W01001420,St. James 2,W06000018,Caerphilly,Caerffili,1496,1544
W01001421,St. James 3,W06000018,Caerphilly,Caerffili,3,1545
W01001422,St. James 4,W06000018,Caerphilly,Caerffili,113,1546
W01001423,St. Martins 1,W06000018,Caerphilly,Caerffili,1552,1547
W01001424,St. Martins 2,W06000018,Caerphilly,Caerffili,739,1548
W01001425,St. Martins 3,W06000018,Caerphilly,Caerffili,1393,1549
W01001426,St. Martins 4,W06000018,Caerphilly,Caerffili,1697,1550
W01001427,St. Martins 5,W06000018,Caerphilly,Caerffili,1878,1551
W01001428,Twyn Carno 1,W06000018,Caerphilly,Caerffili,8,1552
W01001471,Rassau 2,W06000019,Blaenau Gwent,Blaenau Gwent,211,1553
W01001429,Twyn Carno 2,W06000018,Caerphilly,Caerffili,473,1554
W01001472,Sirhowy 1,W06000019,Blaenau Gwent,Blaenau Gwent,1089,1555
W01001519,Pontnewydd 1,W06000020,Torfaen,Torfaen,93,1556
W01001430,Ynysddu 1,W06000018,Caerphilly,Caerffili,887,1557
W01001473,Sirhowy 2,W06000019,Blaenau Gwent,Blaenau Gwent,53,1558
W01001520,Pontnewydd 2,W06000020,Torfaen,Torfaen,975,1559
W01001431,Ynysddu 2,W06000018,Caerphilly,Caerffili,1083,1560
W01001432,Ystrad Mynach 1,W06000018,Caerphilly,Caerffili,1292,1561
W01001433,Ystrad Mynach 2,W06000018,Caerphilly,Caerffili,659,1562
W01001434,Ystrad Mynach 3,W06000018,Caerphilly,Caerffili,1576,1563
W01001435,Abertillery 1,W06000019,Blaenau Gwent,Blaenau Gwent,497,1564
W01001436,Abertillery 2,W06000019,Blaenau Gwent,Blaenau Gwent,274,1565
W01001437,Abertillery 3,W06000019,Blaenau Gwent,Blaenau Gwent,963,1566
W01001438,Badminton 1,W06000019,Blaenau Gwent,Blaenau Gwent,597,1567
W01001474,Sirhowy 3,W06000019,Blaenau Gwent,Blaenau Gwent,437,1568
W01001475,Sirhowy 4,W06000019,Blaenau Gwent,Blaenau Gwent,799,1569
W01001476,Six Bells 1,W06000019,Blaenau Gwent,Blaenau Gwent,227,1570
W01001477,Six Bells 2,W06000019,Blaenau Gwent,Blaenau Gwent,757,1571
W01001478,Tredegar Central and West 1,W06000019,Blaenau Gwent,Blaenau Gwent,867,1572
W01001479,Tredegar Central and West 2,W06000019,Blaenau Gwent,Blaenau Gwent,35,1573
W01001480,Tredegar Central and West 3,W06000019,Blaenau Gwent,Blaenau Gwent,217,1574
W01001481,Tredegar Central and West 4,W06000019,Blaenau Gwent,Blaenau Gwent,203,1575
W01001482,Abersychan 1,W06000020,Torfaen,Torfaen,311,1576
W01001483,Abersychan 2,W06000020,Torfaen,Torfaen,197,1577
W01001484,Abersychan 3,W06000020,Torfaen,Torfaen,1048,1578
W01001485,Abersychan 4,W06000020,Torfaen,Torfaen,285,1579
W01001486,Abersychan 5,W06000020,Torfaen,Torfaen,837,1580
W01001487,Blaenavon 1,W06000020,Torfaen,Torfaen,626,1581
W01001488,Blaenavon 2,W06000020,Torfaen,Torfaen,252,1582
W01001521,Pontnewydd 3,W06000020,Torfaen,Torfaen,788,1583
W01001522,Pontnewydd 4,W06000020,Torfaen,Torfaen,603,1584
W01001523,Pontnewynydd,W06000020,Torfaen,Torfaen,661,1585
W01001524,Pontypool,W06000020,Torfaen,Torfaen,505,1586
W01001525,St. Cadocs and Penygarn,W06000020,Torfaen,Torfaen,343,1587
W01001526,St. Dials 1,W06000020,Torfaen,Torfaen,302,1588
W01001527,St. Dials 2,W06000020,Torfaen,Torfaen,584,1589
W01001528,St. Dials 3,W06000020,Torfaen,Torfaen,674,1590
W01001529,Snatchwood,W06000020,Torfaen,Torfaen,381,1591
W01001530,Trevethin 1,W06000020,Torfaen,Torfaen,40,1592
W01001531,Trevethin 2,W06000020,Torfaen,Torfaen,319,1593
W01001532,Two Locks 1,W06000020,Torfaen,Torfaen,283,1594
W01001533,Two Locks 2,W06000020,Torfaen,Torfaen,1814,1595
W01001534,Two Locks 3,W06000020,Torfaen,Torfaen,1060,1596
W01001535,Two Locks 4,W06000020,Torfaen,Torfaen,1401,1597
W01001536,Upper Cwmbran 1,W06000020,Torfaen,Torfaen,174,1598
W01001537,Upper Cwmbran 2,W06000020,Torfaen,Torfaen,1467,1599
W01001538,Upper Cwmbran 3,W06000020,Torfaen,Torfaen,259,1600
W01001696,Adamsdown 3,W06000015,Cardiff,Caerdydd,64,1601
W01001697,Adamsdown 4,W06000015,Cardiff,Caerdydd,238,1602
W01001698,Adamsdown 5,W06000015,Cardiff,Caerdydd,173,1603
W01001699,Butetown 1,W06000015,Cardiff,Caerdydd,150,1604
W01001702,Caerau (Cardiff) 1,W06000015,Cardiff,Caerdydd,564,1605
W01001703,Caerau (Cardiff) 2,W06000015,Cardiff,Caerdydd,104,1606
W01001704,Caerau (Cardiff) 3,W06000015,Cardiff,Caerdydd,27,1607
W01001705,Caerau (Cardiff) 4,W06000015,Cardiff,Caerdydd,234,1608
W01001706,Caerau (Cardiff) 5,W06000015,Cardiff,Caerdydd,613,1609
W01001707,Caerau (Cardiff) 6,W06000015,Cardiff,Caerdydd,116,1610
W01001708,Caerau (Cardiff) 7,W06000015,Cardiff,Caerdydd,91,1611
W01001709,Canton 1,W06000015,Cardiff,Caerdydd,786,1612
W01001710,Canton 2,W06000015,Cardiff,Caerdydd,669,1613
W01001711,Canton 3,W06000015,Cardiff,Caerdydd,324,1614
W01001712,Canton 4,W06000015,Cardiff,Caerdydd,1062,1615
W01001713,Canton 5,W06000015,Cardiff,Caerdydd,670,1616
W01001714,Canton 6,W06000015,Cardiff,Caerdydd,1637,1617
W01001715,Canton 7,W06000015,Cardiff,Caerdydd,1473,1618
W01001716,Canton 8,W06000015,Cardiff,Caerdydd,1345,1619
W01001717,Canton 9,W06000015,Cardiff,Caerdydd,879,1620
W01001718,Cathays 1,W06000015,Cardiff,Caerdydd,895,1621
W01001719,Cathays 2,W06000015,Cardiff,Caerdydd,1422,1622
W01001720,Cathays 3,W06000015,Cardiff,Caerdydd,866,1623
W01001721,Cathays 4,W06000015,Cardiff,Caerdydd,911,1624
W01001722,Cathays 5,W06000015,Cardiff,Caerdydd,1184,1625
W01001724,Cathays 6,W06000015,Cardiff,Caerdydd,806,1626
W01001725,Cathays 7,W06000015,Cardiff,Caerdydd,886,1627
W01001726,Cathays 8,W06000015,Cardiff,Caerdydd,958,1628
W01001727,Creigiau/St. Fagans 1,W06000015,Cardiff,Caerdydd,1756,1629
W01001728,Creigiau/St. Fagans 2,W06000015,Cardiff,Caerdydd,1896,1630
W01001729,Creigiau/St. Fagans 3,W06000015,Cardiff,Caerdydd,1717,1631
W01001730,Cyncoed 1,W06000015,Cardiff,Caerdydd,1850,1632
W01001731,Cyncoed 2,W06000015,Cardiff,Caerdydd,1780,1633
W01001732,Cyncoed 3,W06000015,Cardiff,Caerdydd,1775,1634
W01001733,Cyncoed 4,W06000015,Cardiff,Caerdydd,1818,1635
W01001734,Cyncoed 5,W06000015,Cardiff,Caerdydd,1889,1636
W01001735,Cyncoed 6,W06000015,Cardiff,Caerdydd,1798,1637
W01001736,Cyncoed 7,W06000015,Cardiff,Caerdydd,1829,1638
W01001737,Ely 1,W06000015,Cardiff,Caerdydd,42,1639
W01001738,Ely 2,W06000015,Cardiff,Caerdydd,28,1640
W01001739,Ely 3,W06000015,Cardiff,Caerdydd,24,1641
W01001740,Ely 4,W06000015,Cardiff,Caerdydd,30,1642
W01001741,Ely 5,W06000015,Cardiff,Caerdydd,14,1643
W01001742,Ely 6,W06000015,Cardiff,Caerdydd,50,1644
W01001743,Ely 7,W06000015,Cardiff,Caerdydd,1403,1645
W01001744,Ely 8,W06000015,Cardiff,Caerdydd,92,1646
W01001745,Ely 9,W06000015,Cardiff,Caerdydd,1594,1647
W01001746,Ely 10,W06000015,Cardiff,Caerdydd,128,1648
W01001747,Fairwater (Cardiff) 1,W06000015,Cardiff,Caerdydd,1510,1649
W01001748,Fairwater (Cardiff) 2,W06000015,Cardiff,Caerdydd,573,1650
W01001749,Fairwater (Cardiff) 3,W06000015,Cardiff,Caerdydd,638,1651
W01001750,Fairwater (Cardiff) 4,W06000015,Cardiff,Caerdydd,255,1652
W01001751,Fairwater (Cardiff) 5,W06000015,Cardiff,Caerdydd,181,1653
W01001805,Llanrumney 4,W06000015,Cardiff,Caerdydd,435,1654
W01001858,Riverside 4,W06000015,Cardiff,Caerdydd,1316,1655
W01001643,Liswerry 2,W06000022,Newport,Casnewydd,171,1656
W01001806,Llanrumney 5,W06000015,Cardiff,Caerdydd,1013,1657
W01001752,Fairwater (Cardiff) 6,W06000015,Cardiff,Caerdydd,1491,1658
W01001644,Liswerry 3,W06000022,Newport,Casnewydd,778,1659
W01001807,Llanrumney 6,W06000015,Cardiff,Caerdydd,75,1660
W01001753,Fairwater (Cardiff) 7,W06000015,Cardiff,Caerdydd,151,1661
W01001645,Liswerry 4,W06000022,Newport,Casnewydd,620,1662
W01001808,Llanrumney 7,W06000015,Cardiff,Caerdydd,94,1663
W01001754,Fairwater (Cardiff) 8,W06000015,Cardiff,Caerdydd,1086,1664
W01001646,Liswerry 5,W06000022,Newport,Casnewydd,134,1665
W01001910,Castleland 2G,W06000014,Vale of Glamorgan,Bro Morgannwg,350,1666
W01001809,Pentwyn 1,W06000015,Cardiff,Caerdydd,877,1667
W01001755,Gabalfa 1,W06000015,Cardiff,Caerdydd,1379,1668
W01001859,Riverside 5,W06000015,Cardiff,Caerdydd,1229,1669
W01001647,Liswerry 6,W06000022,Newport,Casnewydd,740,1670
W01001810,Pentwyn 2,W06000015,Cardiff,Caerdydd,218,1671
W01001911,Castleland 2H,W06000014,Vale of Glamorgan,Bro Morgannwg,452,1672
W01001756,Gabalfa 2,W06000015,Cardiff,Caerdydd,1019,1673
W01001860,Riverside 6,W06000015,Cardiff,Caerdydd,1246,1674
W01001648,Liswerry 7,W06000022,Newport,Casnewydd,750,1675
W01001811,Pentwyn 3,W06000015,Cardiff,Caerdydd,63,1676
W01001912,Marshfield 4,W06000022,Newport,Casnewydd,1131,1677
W01001757,Gabalfa 3,W06000015,Cardiff,Caerdydd,1285,1678
W01001861,Riverside 7,W06000015,Cardiff,Caerdydd,1121,1679
W01001649,Llanwern 1,W06000022,Newport,Casnewydd,913,1680
W01001650,Llanwern 2,W06000022,Newport,Casnewydd,760,1681
W01001651,Malpas 1,W06000022,Newport,Casnewydd,1710,1682
W01001652,Malpas 2,W06000022,Newport,Casnewydd,79,1683
W01001653,Malpas 3,W06000022,Newport,Casnewydd,1627,1684
W01001654,Malpas 4,W06000022,Newport,Casnewydd,1528,1685
W01001655,Malpas 5,W06000022,Newport,Casnewydd,1666,1686
W01001657,Marshfield 2,W06000022,Newport,Casnewydd,1563,1687
W01001658,Marshfield 3,W06000022,Newport,Casnewydd,1522,1688
W01001659,Pillgwenlly 1,W06000022,Newport,Casnewydd,21,1689
W01001660,Pillgwenlly 2,W06000022,Newport,Casnewydd,241,1690
W01001661,Pillgwenlly 3,W06000022,Newport,Casnewydd,88,1691
W01001662,Pillgwenlly 4,W06000022,Newport,Casnewydd,10,1692
W01001663,Ringland 1,W06000022,Newport,Casnewydd,329,1693
W01001664,Ringland 2,W06000022,Newport,Casnewydd,146,1694
W01001665,Ringland 3,W06000022,Newport,Casnewydd,645,1695
W01001666,Ringland 4,W06000022,Newport,Casnewydd,102,1696
W01001667,Ringland 5,W06000022,Newport,Casnewydd,69,1697
W01001668,Ringland 6,W06000022,Newport,Casnewydd,183,1698
W01001669,Rogerstone 1,W06000022,Newport,Casnewydd,1890,1699
W01001670,Rogerstone 2,W06000022,Newport,Casnewydd,1789,1700
W01001671,Rogerstone 3,W06000022,Newport,Casnewydd,804,1701
W01001672,Rogerstone 4,W06000022,Newport,Casnewydd,1249,1702
W01001673,Rogerstone 5,W06000022,Newport,Casnewydd,1816,1703
W01001674,Rogerstone 6,W06000022,Newport,Casnewydd,1127,1704
W01001675,St. Julians 1,W06000022,Newport,Casnewydd,865,1705
W01001676,St. Julians 2,W06000022,Newport,Casnewydd,330,1706
W01001677,St. Julians 3,W06000022,Newport,Casnewydd,1276,1707
W01001678,St. Julians 4,W06000022,Newport,Casnewydd,421,1708
W01001679,St. Julians 5,W06000022,Newport,Casnewydd,1386,1709
W01001680,St. Julians 6,W06000022,Newport,Casnewydd,956,1710
W01001681,Shaftesbury 1,W06000022,Newport,Casnewydd,119,1711
W01001682,Shaftesbury 2,W06000022,Newport,Casnewydd,561,1712
W01001683,Shaftesbury 3,W06000022,Newport,Casnewydd,1005,1713
W01001684,Shaftesbury 4,W06000022,Newport,Casnewydd,840,1714
W01001685,Stow Hill 1,W06000022,Newport,Casnewydd,339,1715
W01001686,Stow Hill 2,W06000022,Newport,Casnewydd,808,1716
W01001687,Stow Hill 3,W06000022,Newport,Casnewydd,135,1717
